Author,Rating,Review,Restaurant,Location
Y Lau,"Rated 4.0 out of 5,",One of the best Cantonese food. Taste quality always authentic,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Cher Lee Kiat,"Rated 4.0 out of 5,",Very good quality Chinese food. Quick and good service.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Stephanie Hiew,"Rated 5.0 out of 5,",Interesting & delicious dishes. Service was excellent.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Bobby Kay,"Rated 3.0 out of 5,",Nice foods. Reasonable price must go early for seating.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Maxie Wong,"Rated 4.0 out of 5,",duck shud be serve quick after chopped but need ask few times only willing serve to our table,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Gongbear Gongbear,"Rated 5.0 out of 5,",Food not bad but abit pricey.Small portion of fish cost RM40+.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
SN Lee,"Rated 5.0 out of 5,",Been there every year when I'm back in ipoh. Never disappoints.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Wong Yoke Sin,"Rated 4.0 out of 5,",Bought roast duck and quality has dropped compare to few months ago. Price has increased to 60.00 and half at 32.00. Duck size is small. Hopefully they improve on the duck size..,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Eric Capel,"Rated 5.0 out of 5,","Top quality food. Roast duck, smoked duck, siew yoke are family favourites.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
YenLyn “Merylee” Lee,"Rated 4.0 out of 5,","Seafood stewpot is their staple, must-order. Stirfry canbage with bacon & almond flakes is also a must",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Yow Han Chyi,"Rated 5.0 out of 5,",The roasted meat is very delicious!! Recommend to come.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Vincent Wong,"Rated 5.0 out of 5,",Was there during CNY... The food was good... All of us enjoyed it,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Sam,"Rated 3.0 out of 5,",Very good and delicious Cantonese cuisine.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Lee Hy,"Rated 5.0 out of 5,",Enjoyed the food here. Makes me feel like I'm in HK when it's a full house and everyone speaks cantonese,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Betty Yong,"Rated 5.0 out of 5,",An excellent place for family dinner. The smoke duck is awesome!,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Oon K L,"Rated 4.0 out of 5,",Dinning hall is clean. Service is very fast. Food is superb. Prices is above average. Aircond is good n cool. Will surely come back for more.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Neoh Jia Huai,"Rated 5.0 out of 5,",Good food. One of best choice to bring parents go there and eat.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Eat ing,"Rated 4.0 out of 5,","Roast pork: decent, but nothing spectacularCharsiew: terrible. Hardly any flavour and fatRoast duck: very good. Very strong duck smell …MoreRoast pork: decent, but nothing spectacularCharsiew: terrible. Hardly any flavour and fatRoast duck: very good. Very strong duck smellChinese sausage (lap cheong). Not bad but lack fatStewed vegetable 菜尾: it's good.Steamed tilapia fish: fresh with a nice sweet and spicy sauce.Parking: not much free parking around, quite touristy area due to famous Yong tau foo nearby. RM 3 private parking oppositePrice: very reasonable for the quality, quantity and classy ambiance. Would come back again.Please note the two small dishes they serve when you sit down are NOT free. RM 3 each",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Tian Le,"Rated 5.0 out of 5,","Highly recommend this place for family occasions, friends gathering, etc. The food is good and place is comfy but price is above average.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Frankie Liew,"Rated 4.0 out of 5,",Serving delicious food and the price that you will not find in KL,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Susu Zaii,"Rated 1.0 out of 5,","Food taste good but then their service very slow and the rice they serve have no standard, rice getting lesser and lesser and they even serve hard rice (the yellowish rice that appears at the bottom of the rice cooker). Rice is just a so basic thing and they can’t even do good at it. Don’t deserve more stars.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Anthony Ho,"Rated 4.0 out of 5,",Very delicious Chinese cuisine. Menu includes some unique dishes not available in other restaurants.But there is no printed menu. One has to order from 'walking menu' in the form …MoreVery delicious Chinese cuisine. Menu includes some unique dishes not available in other restaurants.But there is no printed menu. One has to order from 'walking menu' in the form of  'captains'.It is wise to ask for the price when making your orders.Best to make reservation for weekends.Avoid ordering beers which are over-priced.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Vincent Liew,"Rated 5.0 out of 5,","Great place to dine in Ipoh, quality & creative cuisine, air conditioning.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
melvin saw,"Rated 3.0 out of 5,",Price value are bad vs the food served.Atmosphere good.Service good.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
V E Wong,"Rated 5.0 out of 5,",Excellent food.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Cassey Chin,"Rated 5.0 out of 5,",The food and service here is good👍,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Kit Har Pang,"Rated 4.0 out of 5,",Tasty food; spacious and clean interior; parking available.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
PT S,"Rated 2.0 out of 5,","The famous char siew was just bad on my visit. So lean and dry. And sliced so thinly. Then the lettuce we ordered was all yellowish, being served the vegetable which was the core of the veg instead of the fresh layers of a lettuce. …MoreThe famous char siew was just bad on my visit. So lean and dry. And sliced so thinly. Then the lettuce we ordered was all yellowish, being served the vegetable which was the core of the veg instead of the fresh layers of a lettuce. Disappointing.However the noodles were not too bad. I would not go back to be honest.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Zi Hao Chew,"Rated 5.0 out of 5,",The taste and quality of each dishes all good,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Megapower Enterprise,"Rated 1.0 out of 5,","Not only price on food are on the side, the dishes are ridiculously small.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Jennifer Loke,"Rated 1.0 out of 5,","Normally food here is very good. But this CNY reunion dinner was terrible. I ordered 4 a la carte dishes and none was good. And it was very very expensive, hardly enough for 3 persons.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Qi Hong Wong,"Rated 4.0 out of 5,","Food quality was above average and reasonably priced. Plating could be improved but that's a minor complaint. The Roasted Suckling Pig was pricey but excellent. Portions were reasonable. If you're looking for a Chinese Restaurant, this would be a pretty good bet.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
cavin kho,"Rated 4.0 out of 5,",Very nice pork dish! You won't regret!,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Anne Chenph,"Rated 4.0 out of 5,",Had a wonderful dinner with my family.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
6k Kenn,"Rated 4.0 out of 5,",The roast duck is delicious,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Amy Ee,"Rated 4.0 out of 5,",delicious. price is on the high side.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Christabel Ross,"Rated 2.0 out of 5,","First visit after MCO. Standard has dropped tremendously. BBQ and roasted pork all lean meat. Hard, coarse and unmoist. Roasted pork tasteless. Many homemade are much better. Great disappointment",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Eddie 2021,"Rated 4.0 out of 5,","A establishment that we can trust for food quality consistencies. Not top notch but for the price it is worthy. …MoreA establishment that we can trust for food quality consistencies. Not top notch but for the price it is worthy.The repertoire of dishes with different price range suits diner with different budget.  Very decent dinner from RM40 onward per pax without alcohol.Love their steam ching yun chicken, seafood claypot, in fact most dishes are reliable. A place that we know we can have a good Cantenese dinner",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Quek JinWee,"Rated 3.0 out of 5,",Tasty food - nice ambience,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Adeline Lau,"Rated 4.0 out of 5,","Ambience: nice chinese restaurant with cold ACFacility: clean toilet. There is parking right on from of restaurant which cost rm3 to park. …MoreAmbience: nice chinese restaurant with cold ACFacility: clean toilet. There is parking right on from of restaurant which cost rm3 to park.Food: best seller supposed to be roasted duck, roasted pork and char siew. However roasted duck wasn't that good though. Food was a tad too salty for my liking.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Ken Lee,"Rated 3.0 out of 5,","This is one of the oldest restaurants in Ipoh (well, maybe the oldest brand in my area). It survived this long because of quality food and affordable prices but NOT ANYMORE! Prices are on the high side and because of it's brand name and …MoreThis is one of the oldest restaurants in Ipoh (well, maybe the oldest brand in my area). It survived this long because of quality food and affordable prices but NOT ANYMORE! Prices are on the high side and because of it's brand name and image, it's usually packed during the weekend when families comes out to eat. If you want to enjoy the food here, pick a week day. I would recommend the smoke duck, it's expensive, but it's quite OK.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
kh Chua,"Rated 5.0 out of 5,","Nicely decorated,pretty good service and chef is passionate about his foods. The best food i tasted in Ipoh after visiting many restaurants here. Only short fall noise seem trap in restaurant and can be noisy. …MoreNicely decorated,pretty good service and chef is passionate about his foods. The best food i tasted in Ipoh after visiting many restaurants here. Only short fall noise seem trap in restaurant and can be noisy.Foodwise it is top notch, the braised short rib is done to perfection, tender and comes with delicious sauce.The famous roast duck is better than many i tasted, the sauce is tasty too.The fry octopus is tasty but can be more crunchy.The shark fin soup is on thicker side but still delicious.A great dining experience and definitely will be back.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Jon Hor,"Rated 2.0 out of 5,",Haven't been there in years. Very disappointed. So-so food. Cheaper and better food can be had elsewhere. Unethical practise of placing small plates peanuts and pickled vegetables when we seated without us requesting for it or asking if we want them. Then charging exhorbitant price for it by sneaking them on the final bill.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Rik Omar,"Rated 4.0 out of 5,","Some of the best cooking in IPOH, no joke. The only thing stopping me from giving it a five star rating is they don't have a menu of what's available. Customers are expected to have ESP! All said, anything you order will taste great.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
Yvonne Chew,"Rated 1.0 out of 5,","Very expensive restaurant. The mix roast that I ordered is Char Siu + Siu Yuk + Siu Cheong, cost RM28 (RM9.30 for each small portion?)Most expensive is that Slice Fish with spring onion & ginger, cost RM60. I don't …MoreVery expensive restaurant. The mix roast that I ordered is Char Siu + Siu Yuk + Siu Cheong, cost RM28 (RM9.30 for each small portion?)Most expensive is that Slice Fish with spring onion & ginger, cost RM60. I don't know why so little sliced fish charged RM60.The Chinese Tea, we don't know is charged by every single person. 6 people, we only 2 people drink tea, the rest drink plain water. Tea = RM2 x 6 = RM12. That is my mistake.Haiz....RM197, food not tasty, and very salty especially the Seaweed soup, vege also salty.My family and friends wont go back again.",TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
kelantansucks,"Rated 3.0 out of 5,",Food's okay.Had it for the first time since MCO.Was previously better. …MoreFood's okay.Had it for the first time since MCO.Was previously better.Hope it could go back to the way it was last time considering this was one of the better Chinese restaurants in Ipoh.,TUCK KEE RESTAURANT SDN. BHD.,"1-3, Jalan King, Jalan Pasir Pinji, Ipoh, Perak"
